candidate_id,job_id,expected_label,rationale
C021,J020,medium,Meets most Senior Analytics Engineer requirements with some domain/skill gaps
C021,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C022,J001,no_fit,Different professional domain from ML Engineer requirements
C022,J002,no_fit,Different professional domain from Data Analyst requirements
C022,J003,no_fit,Different professional domain from HR Recruiter requirements
C022,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C022,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C022,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C022,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C022,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C022,J009,no_fit,Different professional domain from ML Researcher requirements
C022,J010,weak,Some Backend Engineer skills present but significant gaps in domain/tools
C022,J011,no_fit,Different professional domain from HRIS Analyst requirements
C022,J012,no_fit,Different professional domain from People Ops Manager requirements
C022,J013,no_fit,Different professional domain from Data Scientist requirements
C022,J014,no_fit,Different professional domain from DevOps Engineer requirements
C022,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C022,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C022,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C022,J018,no_fit,Different professional domain from Embedding Engineer requirements
C022,J019,no_fit,Different professional domain from Recruiter requirements
C022,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C022,J021,no_fit,Different professional domain from People Analytics Lead requirements
C023,J001,medium,Meets most ML Engineer requirements with some domain/skill gaps
C023,J002,no_fit,Different professional domain from Data Analyst requirements
C023,J003,no_fit,Different professional domain from HR Recruiter requirements
C023,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C023,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C023,J006,medium,Has core Senior ML Engineer skills but may lack seniority/leadership experience
C023,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C023,J008,no_fit,Different professional domain from BI Developer requirements
C023,J009,weak,Some ML Researcher skills present but significant gaps in domain/tools
C023,J010,no_fit,Different professional domain from Backend Engineer requirements
C023,J011,no_fit,Different professional domain from HRIS Analyst requirements
C023,J012,no_fit,Different professional domain from People Ops Manager requirements
C023,J013,no_fit,Different professional domain from Data Scientist requirements
C023,J014,no_fit,Different professional domain from DevOps Engineer requirements
C023,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C023,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C023,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C023,J018,no_fit,Different professional domain from Embedding Engineer requirements
C023,J019,no_fit,Different professional domain from Recruiter requirements
C023,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C023,J021,no_fit,Different professional domain from People Analytics Lead requirements
C024,J001,no_fit,Different professional domain from ML Engineer requirements
C024,J002,no_fit,Different professional domain from Data Analyst requirements
C024,J003,no_fit,Different professional domain from HR Recruiter requirements
C024,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C024,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C024,J006,weak,Some Senior ML Engineer skills present but significant gaps in domain/tools
C024,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C024,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C024,J009,no_fit,Different professional domain from ML Researcher requirements
C024,J010,weak,Some Backend Engineer skills present but significant gaps in domain/tools
C024,J011,no_fit,Different professional domain from HRIS Analyst requirements
C024,J012,no_fit,Different professional domain from People Ops Manager requirements
C024,J013,no_fit,Different professional domain from Data Scientist requirements
C024,J014,weak,Some DevOps Engineer skills present but significant gaps in domain/tools
C024,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C024,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C024,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C024,J018,no_fit,Different professional domain from Embedding Engineer requirements
C024,J019,no_fit,Different professional domain from Recruiter requirements
C024,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C024,J021,no_fit,Different professional domain from People Analytics Lead requirements
C025,J001,no_fit,Different professional domain from ML Engineer requirements
C025,J002,medium,Meets most Data Analyst requirements with some domain/skill gaps
C025,J003,weak,Analytics experience could support HR Recruiter but lacks HR domain knowledge
C025,J004,strong,Strong match with 4 core skills directly relevant to People Analytics Analyst
C025,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C025,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C025,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C025,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C025,J009,no_fit,Different professional domain from ML Researcher requirements
C025,J010,no_fit,Different professional domain from Backend Engineer requirements
C025,J011,medium,Meets most HRIS Analyst requirements with some domain/skill gaps
C025,J012,no_fit,Different professional domain from People Ops Manager requirements
C025,J013,no_fit,Different professional domain from Data Scientist requirements
C025,J014,no_fit,Different professional domain from DevOps Engineer requirements
C025,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C025,J016,weak,Some Product Analytics Manager skills present but significant gaps in domain/tools
C025,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C025,J018,no_fit,Different professional domain from Embedding Engineer requirements
C025,J019,weak,Analytics experience could support Recruiter but lacks HR domain knowledge
C025,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C025,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C026,J001,no_fit,Different professional domain from ML Engineer requirements
C026,J002,no_fit,Different professional domain from Data Analyst requirements
C026,J003,no_fit,Different professional domain from HR Recruiter requirements
C026,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C026,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C026,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C026,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C026,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C026,J009,no_fit,Different professional domain from ML Researcher requirements
C026,J010,no_fit,Different professional domain from Backend Engineer requirements
C026,J011,no_fit,Different professional domain from HRIS Analyst requirements
C026,J012,no_fit,Different professional domain from People Ops Manager requirements
C026,J013,no_fit,Different professional domain from Data Scientist requirements
C026,J014,no_fit,Different professional domain from DevOps Engineer requirements
C026,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C026,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C026,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C026,J018,no_fit,Different professional domain from Embedding Engineer requirements
C026,J019,no_fit,Different professional domain from Recruiter requirements
C026,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C026,J021,no_fit,Different professional domain from People Analytics Lead requirements
C027,J001,no_fit,Different professional domain from ML Engineer requirements
C027,J002,strong,Strong match with 5 core skills directly relevant to Data Analyst
C027,J003,no_fit,Different professional domain from HR Recruiter requirements
C027,J004,medium,Meets most People Analytics Analyst requirements with some domain/skill gaps
C027,J005,strong,Strong match with 4 core skills directly relevant to Data Analyst – Growth/Ops
C027,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C027,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C027,J008,strong,Strong match with 4 core skills directly relevant to BI Developer
C027,J009,no_fit,Different professional domain from ML Researcher requirements
C027,J010,no_fit,Different professional domain from Backend Engineer requirements
C027,J011,no_fit,Different professional domain from HRIS Analyst requirements
C027,J012,no_fit,Different professional domain from People Ops Manager requirements
C027,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C027,J014,no_fit,Different professional domain from DevOps Engineer requirements
C027,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C027,J016,medium,Meets most Product Analytics Manager requirements with some domain/skill gaps
C027,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C027,J018,no_fit,Different professional domain from Embedding Engineer requirements
C027,J019,no_fit,Different professional domain from Recruiter requirements
C027,J020,medium,Meets most Senior Analytics Engineer requirements with some domain/skill gaps
C027,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C028,J001,weak,Some ML Engineer skills present but significant gaps in domain/tools
C028,J002,no_fit,Different professional domain from Data Analyst requirements
C028,J003,no_fit,Different professional domain from HR Recruiter requirements
C028,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C028,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C028,J006,weak,Some Senior ML Engineer skills present but significant gaps in domain/tools
C028,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C028,J008,no_fit,Different professional domain from BI Developer requirements
C028,J009,no_fit,Different professional domain from ML Researcher requirements
C028,J010,no_fit,Different professional domain from Backend Engineer requirements
C028,J011,no_fit,Different professional domain from HRIS Analyst requirements
C028,J012,no_fit,Different professional domain from People Ops Manager requirements
C028,J013,no_fit,Different professional domain from Data Scientist requirements
C028,J014,no_fit,Different professional domain from DevOps Engineer requirements
C028,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C028,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C028,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C028,J018,no_fit,Different professional domain from Embedding Engineer requirements
C028,J019,no_fit,Different professional domain from Recruiter requirements
C028,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C028,J021,no_fit,Different professional domain from People Analytics Lead requirements
C029,J001,no_fit,Different professional domain from ML Engineer requirements
C029,J002,no_fit,Different professional domain from Data Analyst requirements
C029,J003,medium,Meets most HR Recruiter requirements with some domain/skill gaps
C029,J004,weak,Some People Analytics Analyst skills present but significant gaps in domain/tools
C029,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C029,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C029,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C029,J008,no_fit,Different professional domain from BI Developer requirements
C029,J009,no_fit,Different professional domain from ML Researcher requirements
C029,J010,no_fit,Different professional domain from Backend Engineer requirements
C029,J011,weak,Some HRIS Analyst skills present but significant gaps in domain/tools
C029,J012,no_fit,Different professional domain from People Ops Manager requirements
C029,J013,no_fit,Different professional domain from Data Scientist requirements
C029,J014,no_fit,Different professional domain from DevOps Engineer requirements
C029,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C029,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C029,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C029,J018,no_fit,Different professional domain from Embedding Engineer requirements
C029,J019,medium,Meets most Recruiter requirements with some domain/skill gaps
C029,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C029,J021,no_fit,Different professional domain from People Analytics Lead requirements
C030,J001,no_fit,Different professional domain from ML Engineer requirements
C030,J002,no_fit,Different professional domain from Data Analyst requirements
C030,J003,no_fit,Different professional domain from HR Recruiter requirements
C030,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C030,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C030,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C030,J007,strong,Strong match with 5 core skills directly relevant to Senior Data Engineer
C030,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C030,J009,no_fit,Different professional domain from ML Researcher requirements
C030,J010,no_fit,Different professional domain from Backend Engineer requirements
C030,J011,no_fit,Different professional domain from HRIS Analyst requirements
C030,J012,no_fit,Different professional domain from People Ops Manager requirements
C030,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C030,J014,no_fit,Different professional domain from DevOps Engineer requirements
C030,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C030,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C030,J017,medium,Meets most Junior Data Engineer requirements with some domain/skill gaps
C030,J018,no_fit,Different professional domain from Embedding Engineer requirements
C030,J019,no_fit,Different professional domain from Recruiter requirements
C030,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C030,J021,no_fit,Different professional domain from People Analytics Lead requirements
C031,J001,no_fit,Different professional domain from ML Engineer requirements
C031,J002,no_fit,Different professional domain from Data Analyst requirements
C031,J003,no_fit,Different professional domain from HR Recruiter requirements
C031,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C031,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C031,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C031,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C031,J008,no_fit,Different professional domain from BI Developer requirements
C031,J009,no_fit,Different professional domain from ML Researcher requirements
C031,J010,no_fit,Different professional domain from Backend Engineer requirements
C031,J011,no_fit,Different professional domain from HRIS Analyst requirements
C031,J012,no_fit,Different professional domain from People Ops Manager requirements
C031,J013,no_fit,Different professional domain from Data Scientist requirements
C031,J014,no_fit,Different professional domain from DevOps Engineer requirements
C031,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C031,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C031,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C031,J018,no_fit,Different professional domain from Embedding Engineer requirements
C031,J019,no_fit,Different professional domain from Recruiter requirements
C031,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C031,J021,no_fit,Different professional domain from People Analytics Lead requirements
C032,J001,no_fit,Different professional domain from ML Engineer requirements
C032,J002,weak,Some Data Analyst skills present but significant gaps in domain/tools
C032,J003,no_fit,Different professional domain from HR Recruiter requirements
C032,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C032,J005,weak,Some Data Analyst – Growth/Ops skills present but significant gaps in domain/tools
C032,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C032,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C032,J008,medium,Meets most BI Developer requirements with some domain/skill gaps
C032,J009,no_fit,Different professional domain from ML Researcher requirements
C032,J010,no_fit,Different professional domain from Backend Engineer requirements
C032,J011,no_fit,Different professional domain from HRIS Analyst requirements
C032,J012,no_fit,Different professional domain from People Ops Manager requirements
C032,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C032,J014,no_fit,Different professional domain from DevOps Engineer requirements
C032,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C032,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C032,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C032,J018,no_fit,Different professional domain from Embedding Engineer requirements
C032,J019,no_fit,Different professional domain from Recruiter requirements
C032,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C032,J021,no_fit,Different professional domain from People Analytics Lead requirements
C033,J001,no_fit,Different professional domain from ML Engineer requirements
C033,J002,no_fit,Different professional domain from Data Analyst requirements
C033,J003,weak,Some HR Recruiter skills present but significant gaps in domain/tools
C033,J004,weak,Some People Analytics Analyst skills present but significant gaps in domain/tools
C033,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C033,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C033,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C033,J008,no_fit,Different professional domain from BI Developer requirements
C033,J009,no_fit,Different professional domain from ML Researcher requirements
C033,J010,no_fit,Different professional domain from Backend Engineer requirements
C033,J011,weak,Some HRIS Analyst skills present but significant gaps in domain/tools
C033,J012,no_fit,Different professional domain from People Ops Manager requirements
C033,J013,no_fit,Different professional domain from Data Scientist requirements
C033,J014,no_fit,Different professional domain from DevOps Engineer requirements
C033,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C033,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C033,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C033,J018,no_fit,Different professional domain from Embedding Engineer requirements
C033,J019,weak,Some Recruiter skills present but significant gaps in domain/tools
C033,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C033,J021,no_fit,Different professional domain from People Analytics Lead requirements
C034,J001,weak,Some ML Engineer skills present but significant gaps in domain/tools
C034,J002,no_fit,Different professional domain from Data Analyst requirements
C034,J003,no_fit,Different professional domain from HR Recruiter requirements
C034,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C034,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C034,J006,medium,Has core Senior ML Engineer skills but may lack seniority/leadership experience
C034,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C034,J008,no_fit,Different professional domain from BI Developer requirements
C034,J009,no_fit,Different professional domain from ML Researcher requirements
C034,J010,no_fit,Different professional domain from Backend Engineer requirements
C034,J011,no_fit,Different professional domain from HRIS Analyst requirements
C034,J012,no_fit,Different professional domain from People Ops Manager requirements
C034,J013,no_fit,Different professional domain from Data Scientist requirements
C034,J014,medium,Meets most DevOps Engineer requirements with some domain/skill gaps
C034,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C034,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C034,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C034,J018,no_fit,Different professional domain from Embedding Engineer requirements
C034,J019,no_fit,Different professional domain from Recruiter requirements
C034,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C034,J021,no_fit,Different professional domain from People Analytics Lead requirements
C035,J001,weak,Python skills relevant to ML Engineer but lacks ML production experience
C035,J002,no_fit,Different professional domain from Data Analyst requirements
C035,J003,weak,Some HR Recruiter skills present but significant gaps in domain/tools
C035,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C035,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C035,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C035,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C035,J008,no_fit,Different professional domain from BI Developer requirements
C035,J009,no_fit,Different professional domain from ML Researcher requirements
C035,J010,no_fit,Different professional domain from Backend Engineer requirements
C035,J011,no_fit,Different professional domain from HRIS Analyst requirements
C035,J012,no_fit,Different professional domain from People Ops Manager requirements
C035,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C035,J014,no_fit,Different professional domain from DevOps Engineer requirements
C035,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C035,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C035,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C035,J018,no_fit,Different professional domain from Embedding Engineer requirements
C035,J019,weak,Some Recruiter skills present but significant gaps in domain/tools
C035,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C035,J021,no_fit,Different professional domain from People Analytics Lead requirements
C036,J001,no_fit,Different professional domain from ML Engineer requirements
C036,J002,strong,Strong match with 4 core skills directly relevant to Data Analyst
C036,J003,no_fit,Different professional domain from HR Recruiter requirements
C036,J004,medium,Meets most People Analytics Analyst requirements with some domain/skill gaps
C036,J005,medium,Meets most Data Analyst – Growth/Ops requirements with some domain/skill gaps
C036,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C036,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C036,J008,strong,Strong match with 3 core skills directly relevant to BI Developer
C036,J009,no_fit,Different professional domain from ML Researcher requirements
C036,J010,no_fit,Different professional domain from Backend Engineer requirements
C036,J011,no_fit,Different professional domain from HRIS Analyst requirements
C036,J012,no_fit,Different professional domain from People Ops Manager requirements
C036,J013,no_fit,Different professional domain from Data Scientist requirements
C036,J014,no_fit,Different professional domain from DevOps Engineer requirements
C036,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C036,J016,medium,Meets most Product Analytics Manager requirements with some domain/skill gaps
C036,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C036,J018,no_fit,Different professional domain from Embedding Engineer requirements
C036,J019,no_fit,Different professional domain from Recruiter requirements
C036,J020,weak,Some Senior Analytics Engineer skills present but significant gaps in domain/tools
C036,J021,medium,Meets most People Analytics Lead requirements with some domain/skill gaps
C037,J001,no_fit,Different professional domain from ML Engineer requirements
C037,J002,no_fit,Different professional domain from Data Analyst requirements
C037,J003,no_fit,Different professional domain from HR Recruiter requirements
C037,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C037,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C037,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C037,J007,weak,Some Senior Data Engineer skills present but significant gaps in domain/tools
C037,J008,weak,Some BI Developer skills present but significant gaps in domain/tools
C037,J009,no_fit,Different professional domain from ML Researcher requirements
C037,J010,no_fit,Different professional domain from Backend Engineer requirements
C037,J011,no_fit,Different professional domain from HRIS Analyst requirements
C037,J012,no_fit,Different professional domain from People Ops Manager requirements
C037,J013,no_fit,Different professional domain from Data Scientist requirements
C037,J014,weak,Some DevOps Engineer skills present but significant gaps in domain/tools
C037,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C037,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C037,J017,weak,Some Junior Data Engineer skills present but significant gaps in domain/tools
C037,J018,no_fit,Different professional domain from Embedding Engineer requirements
C037,J019,no_fit,Different professional domain from Recruiter requirements
C037,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C037,J021,no_fit,Different professional domain from People Analytics Lead requirements
C038,J001,no_fit,Different professional domain from ML Engineer requirements
C038,J002,weak,Some Data Analyst skills present but significant gaps in domain/tools
C038,J003,no_fit,Different professional domain from HR Recruiter requirements
C038,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C038,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C038,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C038,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C038,J008,medium,Meets most BI Developer requirements with some domain/skill gaps
C038,J009,no_fit,Different professional domain from ML Researcher requirements
C038,J010,no_fit,Different professional domain from Backend Engineer requirements
C038,J011,no_fit,Different professional domain from HRIS Analyst requirements
C038,J012,no_fit,Different professional domain from People Ops Manager requirements
C038,J013,no_fit,Different professional domain from Data Scientist requirements
C038,J014,no_fit,Different professional domain from DevOps Engineer requirements
C038,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C038,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C038,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C038,J018,no_fit,Different professional domain from Embedding Engineer requirements
C038,J019,no_fit,Different professional domain from Recruiter requirements
C038,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C038,J021,no_fit,Different professional domain from People Analytics Lead requirements
C039,J001,strong,Strong match with 4 core skills directly relevant to ML Engineer
C039,J002,no_fit,Different professional domain from Data Analyst requirements
C039,J003,no_fit,Different professional domain from HR Recruiter requirements
C039,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C039,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C039,J006,medium,Has core Senior ML Engineer skills but may lack seniority/leadership experience
C039,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C039,J008,no_fit,Different professional domain from BI Developer requirements
C039,J009,medium,Meets most ML Researcher requirements with some domain/skill gaps
C039,J010,no_fit,Different professional domain from Backend Engineer requirements
C039,J011,no_fit,Different professional domain from HRIS Analyst requirements
C039,J012,no_fit,Different professional domain from People Ops Manager requirements
C039,J013,weak,Some Data Scientist skills present but significant gaps in domain/tools
C039,J014,no_fit,Different professional domain from DevOps Engineer requirements
C039,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C039,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C039,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C039,J018,no_fit,Different professional domain from Embedding Engineer requirements
C039,J019,no_fit,Different professional domain from Recruiter requirements
C039,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C039,J021,no_fit,Different professional domain from People Analytics Lead requirements
C040,J001,no_fit,Different professional domain from ML Engineer requirements
C040,J002,no_fit,Different professional domain from Data Analyst requirements
C040,J003,medium,Meets most HR Recruiter requirements with some domain/skill gaps
C040,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C040,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C040,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C040,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C040,J008,no_fit,Different professional domain from BI Developer requirements
C040,J009,no_fit,Different professional domain from ML Researcher requirements
C040,J010,no_fit,Different professional domain from Backend Engineer requirements
C040,J011,no_fit,Different professional domain from HRIS Analyst requirements
C040,J012,no_fit,Different professional domain from People Ops Manager requirements
C040,J013,no_fit,Different professional domain from Data Scientist requirements
C040,J014,no_fit,Different professional domain from DevOps Engineer requirements
C040,J015,weak,Some Talent Acquisition Lead skills present but significant gaps in domain/tools
C040,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C040,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C040,J018,no_fit,Different professional domain from Embedding Engineer requirements
C040,J019,medium,Meets most Recruiter requirements with some domain/skill gaps
C040,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C040,J021,no_fit,Different professional domain from People Analytics Lead requirements
C041,J001,no_fit,Different professional domain from ML Engineer requirements
C041,J002,no_fit,Different professional domain from Data Analyst requirements
C041,J003,no_fit,Different professional domain from HR Recruiter requirements
C041,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C041,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C041,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C041,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C041,J008,no_fit,Different professional domain from BI Developer requirements
C041,J009,no_fit,Different professional domain from ML Researcher requirements
C041,J010,weak,Some Backend Engineer skills present but significant gaps in domain/tools
C041,J011,no_fit,Different professional domain from HRIS Analyst requirements
C041,J012,no_fit,Different professional domain from People Ops Manager requirements
C041,J013,no_fit,Different professional domain from Data Scientist requirements
C041,J014,no_fit,Different professional domain from DevOps Engineer requirements
C041,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C041,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C041,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C041,J018,no_fit,Different professional domain from Embedding Engineer requirements
C041,J019,no_fit,Different professional domain from Recruiter requirements
C041,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C041,J021,no_fit,Different professional domain from People Analytics Lead requirements
C042,J001,no_fit,Different professional domain from ML Engineer requirements
C042,J002,no_fit,Different professional domain from Data Analyst requirements
C042,J003,no_fit,Different professional domain from HR Recruiter requirements
C042,J004,no_fit,Different professional domain from People Analytics Analyst requirements
C042,J005,no_fit,Different professional domain from Data Analyst – Growth/Ops requirements
C042,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C042,J007,no_fit,Different professional domain from Senior Data Engineer requirements
C042,J008,no_fit,Different professional domain from BI Developer requirements
C042,J009,no_fit,Different professional domain from ML Researcher requirements
C042,J010,no_fit,Different professional domain from Backend Engineer requirements
C042,J011,no_fit,Different professional domain from HRIS Analyst requirements
C042,J012,no_fit,Different professional domain from People Ops Manager requirements
C042,J013,no_fit,Different professional domain from Data Scientist requirements
C042,J014,no_fit,Different professional domain from DevOps Engineer requirements
C042,J015,no_fit,Different professional domain from Talent Acquisition Lead requirements
C042,J016,no_fit,Different professional domain from Product Analytics Manager requirements
C042,J017,no_fit,Different professional domain from Junior Data Engineer requirements
C042,J018,no_fit,Different professional domain from Embedding Engineer requirements
C042,J019,no_fit,Different professional domain from Recruiter requirements
C042,J020,no_fit,Different professional domain from Senior Analytics Engineer requirements
C042,J021,no_fit,Different professional domain from People Analytics Lead requirements
C043,J001,no_fit,Different professional domain from ML Engineer requirements
C043,J002,weak,Some Data Analyst skills present but significant gaps in domain/tools
C043,J003,weak,Analytics experience could support HR Recruiter but lacks HR domain knowledge
C043,J004,medium,Meets most People Analytics Analyst requirements with some domain/skill gaps
C043,J005,medium,Meets most Data Analyst – Growth/Ops requirements with some domain/skill gaps
C043,J006,no_fit,Different professional domain from Senior ML Engineer requirements
C043,J007,no_fit,Different professional domain from Senior Data Engineer requirements
